"","gname","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","ingroup","guncertain1","nperps","nperpcap","claimed","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","ransom","Assasination","Hostage","Bombing","Facility","Assault","Unknowntype","barricade","unarmedattack","Hijack","Biological","Chemical","Radiological","Nuclear","Firearm","Explosives","Fakeweapons","Incendiary","Melee","Vehicle","Sabotage","Otherweapons","Unknownweapon","NorthAm","CentralAm","SouthEastAsia","EastAsia","WesternEurope","Subsaharan","SouthAm","SouthAsia","CentralAsia","MiddleEast","Oceania","EasternEurope","nhrs","ndays","Business","Government","Police","Military","Abortionrelated","Airports","Diplomatic","Educational","Food","Journalist","Maritime","NGO","Othertarg","PrivateCitizen","Religious","Telecom","Terrorists","Tourist","Transportation","Unknowntarg","Utilities","PoliticalParty"
"2916","Taikosha, right wing group",0,1,1,1,0,0,1,0,2078,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2917","Tajamo Ansar al-Islam",0,1,1,0,1,0,1,1,40084,0,5,0,1,6,0,2,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2918","Tajik Rebels",0,1,1,1,-9,0,1,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2919","Takfir wal-Hijra (Excommunication and Exodus)",1,10,10,7,4,6,10,0,20424,3,-692,0,0,39,0,1,52,0,0,-61,0,1,0,1,0,7,0,0,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2920","Taliban",332,5502,5500,4832,740,790,5126,574,652,1035,-344496,-2292,2174,19007,214,7141,18565,129,2798,-6066,-756,385,529,2323,188,1573,451,14,29,10,0,22,0,0,1985,2556,0,161,84,2,1,4,687,0,0,0,0,0,0,0,5501,1,0,0,0,-10623,-20860,186,773,1877,951,0,30,54,127,7,19,2,71,7,1015,85,31,43,1,64,145,11,3
"2921","Taliban (Pakistan)",8,38,38,36,7,0,36,5,20529,15,40,2,-38,141,0,43,99,0,10,-98,1,2,9,15,1,10,0,1,0,0,0,0,0,0,16,17,0,0,2,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,-72,-886,4,5,6,13,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"2922","Tamil Eelam Liberation Organization (TELO)",0,8,6,8,2,0,8,0,2443,0,0,0,0,38,0,8,4,0,0,6,1,2,0,2,0,3,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0
"2923","Tamil Liberation Army",0,2,2,2,0,0,2,0,873,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2924","Tamil Makkal Viduthalai Pulikal (TMVP)",0,4,4,4,0,0,4,0,30073,1,-168,0,0,18,0,0,4,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1
"2925","Tamil Nadu Liberation Army",1,6,6,6,0,2,3,0,1500,0,-194,-95,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2926","Tamils",15,217,217,164,-604,2,207,0,2092,10,1371,-99,0,1483,0,199,928,0,4,157,-5,34,16,89,7,40,26,1,1,3,0,1,0,0,58,84,0,5,1,2,0,0,66,0,0,0,0,0,0,0,217,0,0,0,0,-99,-98,16,19,51,55,0,0,0,1,0,3,3,0,0,36,4,1,0,0,25,1,2,0
"2927","Tanyus Shanin Armed Unit",0,1,1,0,1,0,1,0,2599,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2928","Tanzeem al-Islami al-Furqan",0,2,2,2,0,0,2,0,40291,0,-198,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2929","Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen",0,1,1,0,1,0,1,0,2516,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2930","Tanzim",2,5,5,5,0,0,4,0,20425,3,-97,2,2,0,0,0,1,0,2,-17,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,-198,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"2931","Tarok Militia",0,2,2,2,0,0,2,0,40348,0,-198,0,0,28,0,0,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2932","Tawheedul Islam",0,1,1,1,0,0,1,0,40142,0,-99,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2933","Tawhid and Jihad",-33,50,50,48,8,10,45,22,20426,11,-961,-32,38,843,17,23,1688,27,0,-6,1,1,11,33,1,3,1,0,0,0,0,0,0,0,9,34,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,50,0,0,-297,-552,7,7,5,14,0,0,1,0,0,0,1,0,1,11,2,0,0,0,0,0,1,0
"2934","Tawhid and Jihad (Palestine)",1,2,2,2,0,0,1,0,30245,1,-198,2,2,1,0,0,0,0,0,-9,-9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2935","Taxi Drivers",0,6,6,6,-45,3,6,0,706,0,0,0,0,10,0,0,35,0,0,6,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"2936","Tayeb Al-Afghani's Islamist Group",1,1,1,0,1,0,1,0,2116,0,0,0,0,15,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2937","Tehama Movement",0,1,1,1,0,0,1,0,40222,0,-99,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2938","Tehrik-e-Galba Islam",0,2,2,2,0,0,2,0,30171,1,-97,0,1,2,0,0,1,0,0,-9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2939","Tehrik-e-Khilafat",0,14,14,13,1,2,12,1,40350,0,-1084,0,14,10,0,1,25,0,0,8,0,1,0,7,0,6,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2940","Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)",1,3,4,3,3,0,3,0,20428,1,-297,0,1,10,0,7,8,0,0,2,-9,0,0,1,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"2941","Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade)",0,1,1,1,0,0,0,0,40197,0,-99,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2942","Tehrik-e-Taliban Islami (TTI)",0,1,1,1,0,0,1,1,40014,0,1,0,1,40,0,1,64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2943","Tehrik-e-Tuhafaz (Pakistan)",0,2,2,2,0,2,2,0,30172,0,-198,0,2,0,0,0,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2944","Tehrik-i-Taliban Pakistan (TTP)",110,1150,1147,1007,162,187,1096,143,20442,454,-80403,-392,523,5310,0,916,8215,4,144,-771,-431,105,124,548,37,292,33,7,4,3,0,0,0,0,366,639,0,32,24,0,0,0,92,1,0,0,0,0,0,0,1152,0,0,0,0,-2162,-2872,64,79,167,203,0,4,18,144,2,13,5,14,3,289,36,2,64,2,12,5,6,21
"2945","Tehrik al-Mojahedin",0,6,6,5,1,0,6,0,816,0,-396,0,4,2,0,0,29,0,0,-7,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946","Tela Mohammed",0,1,1,1,0,0,1,0,20429,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2947","Telangana Separatists",0,2,2,2,0,0,1,0,40045,0,-95,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2948","Temple Mount Faithful Movement",0,1,1,1,0,0,0,0,3260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2949","Tepi Youth",0,2,2,1,1,0,2,0,40498,0,-198,0,2,23,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2950","Terai Army",1,10,10,10,1,3,10,0,20430,3,-689,9,10,15,0,0,76,0,0,-21,-9,0,0,9,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0
"2951","Terai Cobra",0,2,2,2,0,0,2,0,30074,0,-198,0,1,1,0,0,8,0,0,-8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2952","Terai Communist Party",0,2,2,2,0,0,1,0,40120,0,-96,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2953","Terai Janatantrik Madhes Party",0,1,1,1,0,0,1,0,30196,0,-99,0,1,1,0,0,0,0,0,-9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2954","Terai Janatantrik Party",0,1,1,1,0,0,1,0,30173,0,-99,0,1,0,0,0,1,0,0,0,-9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2955","Terai Madheshi Mukti Morcha (TMMM)",0,1,1,1,0,0,1,0,30261,1,-99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2956","Terai Rastriya Mukti Sena (TRMS)",0,1,1,1,0,0,1,0,30174,0,-99,0,1,0,0,0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2957","Terena Indians",0,2,2,2,0,0,2,0,10076,0,3101,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2958","Terra Lliure",0,62,62,61,1,4,47,0,383,14,4,0,0,1,0,0,47,0,0,58,0,1,0,56,0,2,3,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,5,0,0,0,0,62,0,0,0,0,0,0,0,0,0,21,23,5,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0
"2959","Territorial Anti-Fascist Patrols",0,1,1,1,0,0,1,0,3040,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2960","Territorial Armed Groups for Communism",0,1,1,1,0,0,1,0,3087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2961","Territorial Cells for Boycotting the Elections",0,1,1,1,0,0,1,0,3240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2962","Territorial Communist Command",0,1,1,1,0,0,1,0,4241,0,10,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2963","Territorial Communist Units",0,1,1,1,0,0,1,0,3984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2964","Territorial Patrols of Anti-Fascist Vigilance",0,1,1,1,0,0,1,0,3133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2965","Territorial Resistance Army",0,3,3,3,0,0,2,0,3971,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2966","Terror Against Terror",1,7,7,7,0,0,7,0,2776,2,0,0,0,0,0,0,10,0,0,7,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
"2967","Terrorists",3,59,59,58,-305,2,54,0,2354,10,46,0,0,105,0,0,43,0,0,39,1,15,4,13,2,19,6,0,0,0,0,0,0,0,28,13,0,5,0,0,0,0,13,0,5,1,0,2,0,13,31,0,7,0,0,0,0,6,9,9,1,0,0,0,2,0,0,0,0,0,19,1,0,0,0,4,5,2,1
"2968","Thai Communists",0,1,1,1,-9,0,1,0,4301,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2969","Thai Islamic Militants",0,58,58,57,11,7,56,0,20431,1,65,0,2,42,0,1,142,0,2,-76,0,3,0,24,0,31,0,0,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,11,7,8,2,0,1,0,3,0,0,0,0,0,19,5,0,0,0,1,0,1,0
"2970","Tharuhat Joint Struggle Committee (TJSC)",0,2,2,2,0,2,2,0,30076,2,-198,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2971","Thavar Caste",0,1,1,1,0,0,1,0,1068,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2972","The Aref Boluki Dynamite group",0,1,1,1,0,0,1,0,3026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2973","The Armed Secret Organization",0,1,1,1,0,0,1,0,3107,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2974","The Association for Islamic Mobilisation and Propagation (UAMSHO)",0,4,4,4,0,2,4,0,40237,1,-396,0,0,1,0,0,7,0,0,-16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"2975","The Black Sun",0,1,1,1,0,0,1,0,30176,1,-99,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2976","The Call of Jesus Christ",0,1,1,1,0,0,1,0,4881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2977","The Eradication of Evil",0,2,2,2,0,0,2,0,3076,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2978","The Extraditables",0,109,109,108,1,33,103,0,367,8,34,0,0,181,0,1,411,2,0,90,0,13,9,66,5,16,0,0,0,0,0,0,0,0,19,69,0,19,0,0,0,0,2,0,0,0,0,0,0,109,0,0,0,0,0,0,270,41,38,5,1,0,4,2,1,2,5,0,0,0,3,3,2,1,1,0,0,0,0
"2979","The Front for the Liberation of the Cabinda Enclave – Renewed (FLEC)",0,2,2,2,2,0,2,0,20434,1,0,0,2,21,0,0,0,0,0,-9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2980","The Great Serpent",0,1,1,1,0,0,1,0,4516,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2981","The Husayn Ubayyat Martyrs’ Brigades",0,1,1,1,0,0,1,0,20436,0,0,0,1,0,0,0,0,0,0,-9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2982","The Illegal Fisherman of the Night",0,1,1,1,0,0,1,0,2794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983","The Inevitables",0,1,1,1,0,0,1,0,20437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2984","The Irish Volunteers",0,1,1,1,0,0,1,0,40326,0,-99,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2985","The Islamic Movement",0,1,1,1,0,0,1,0,1440,0,0,0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2986","The Islamic Revolution to Liberate Palestine",0,1,1,1,0,0,1,0,20438,0,0,0,1,2,0,0,41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2987","The Jean Marc Rouillan Armed and Heartless Columns",0,1,1,1,0,0,1,0,20503,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2988","The Jewish Execution with Silence",0,1,1,1,0,0,0,0,4707,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2989","The Joint Revolutionary Council",1,7,7,7,0,0,7,0,20440,1,-524,0,7,14,0,0,0,0,0,-13,0,0,0,3,0,2,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"2990","The Justice Department",0,16,16,16,0,13,2,0,20253,0,-1485,-1287,15,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,15,0,1,1,0,0,0,0,0,1,0,0,0,13,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
